customer_id,first_name,last_name,phone,email,street,city,state,zip_code
,Kendra,Harrington,,kendra.harrington@yahoo.com,768 Cooper Street ,Jamestown,NY,14701
,Douglass,Blankenship,(229) 891-2087,douglass.blankenship@hotmail.com,409 W. Rock Maple Lane ,Albany,NY,12203
,Lina,Meadows,,lina.meadows@aol.com,7020 Ashley Rd. ,Glen Cove,NY,11542
,Patria,Harper,,patria.harper@msn.com,90 Arlington St. ,Astoria,NY,11102
,Jeffrey,Hill,,jeffrey.hill@gmail.com,2 Shub Farm St. ,Rosedale,NY,11422
,Ja,Dillard,,ja.dillard@yahoo.com,25 Orchard St. ,Canyon Country,CA,91387
,Tora,Dunlap,,tora.dunlap@hotmail.com,9903 North Halifax Ave. ,Monsey,NY,10952
,Karole,Alvarez,,karole.alvarez@gmail.com,69 Woodland St. ,East Northport,NY,11731
,Shasta,Combs,,shasta.combs@yahoo.com,726 James Dr. ,Yorktown Heights,NY,10598
,Cicely,Deleon,,cicely.deleon@yahoo.com,751 Newbridge Ave. ,Massapequa Park,NY,11762
,Raphael,O'neil,,raphael.o'neil@aol.com,762 East Lantern Dr. ,Fairport,NY,14450
,Hubert,Reilly,,hubert.reilly@hotmail.com,9004 N. Lake Rd. ,Amityville,NY,11701
,Caleb,England,,caleb.england@gmail.com,649 Marvon St. ,Pleasanton,CA,94566
,Elmira,Levy,,elmira.levy@gmail.com,6 Columbia Dr. ,Spring Valley,NY,10977
,Waldo,Hart,,waldo.hart@yahoo.com,9782 Pineknoll Lane ,Queensbury,NY,12804
,Bea,Kane,,bea.kane@aol.com,398 Green Lake Ave. ,Mahopac,NY,10541
,Gilberto,Sanders,,gilberto.sanders@hotmail.com,186 Roehampton Ave. ,Woodside,NY,11377
,Benny,Bender,,benny.bender@aol.com,520 W. Hamilton St. ,Elmont,NY,11003
,Desmond,Rose,,desmond.rose@hotmail.com,9956 Lexington Rd. ,Mount Vernon,NY,10550
,Parthenia,Holman,,parthenia.holman@gmail.com,17 Orange Court ,Ithaca,NY,14850
,Dung,King,,dung.king@aol.com,523 Prairie St. ,West Islip,NY,11795
,Sherril,Alvarado,,sherril.alvarado@hotmail.com,9434 Cypress Court ,Desoto,TX,75115
,Alisia,Albert,,alisia.albert@gmail.com,9490 Coffee St. ,Garland,TX,75043
,Kallie,Best,(507) 997-4112,kallie.best@aol.com,9842 Fairview St. ,Rochester,NY,14606
,Dottie,Roberts,,dottie.roberts@aol.com,8252 Theatre St. ,Port Washington,NY,11050
,Hubert,Stone,,hubert.stone@hotmail.com,203 Penn St. ,Ridgecrest,CA,93555
,Gabriella,Jones,,gabriella.jones@hotmail.com,9100 Gates Ave. ,Mount Vernon,NY,10550
,Penney,Hall,,penney.hall@msn.com,8306 Jockey Hollow Street ,Liverpool,NY,13090
,Mallie,Osborn,,mallie.osborn@gmail.com,9022 Bridgeton St. ,Newburgh,NY,12550
,Britteny,Schroeder,,britteny.schroeder@aol.com,855 Bohemia Dr. ,Pittsford,NY,14534
,Sommer,Hopkins,,sommer.hopkins@gmail.com,827 Laurel Ave. ,Tonawanda,NY,14150
,Jewel,Sparks,,jewel.sparks@aol.com,12 Vine Road ,Oakland Gardens,NY,11364
,Deandrea,Vega,(914) 818-7312,deandrea.vega@gmail.com,613 Mill Pond St. ,Yonkers,NY,10701
,Charlsie,Carson,,charlsie.carson@hotmail.com,3 South Grant Avenue ,Saint Albans,NY,11412
,Kandace,Ayers,,kandace.ayers@gmail.com,9005 Lookout Lane ,Santa Monica,CA,90403
,Lenore,Valdez,,lenore.valdez@msn.com,829 Birchpond Street ,Spring Valley,NY,10977
,Drucilla,Gilliam,,drucilla.gilliam@hotmail.com,8257 E. Westminster Ave. ,Santa Clara,CA,95050
,Keturah,Reid,(361) 394-2024,keturah.reid@yahoo.com,747 SE. Beech Ave. ,Corpus Christi,TX,78418
,Herminia,Reyes,,herminia.reyes@gmail.com,782 Stonybrook Street ,Centereach,NY,11720
,Tuyet,Rosa,,tuyet.rosa@aol.com,9038 Golden Star Street ,South El Monte,CA,91733
,Ara,Vazquez,,ara.vazquez@msn.com,343 2nd Court ,San Carlos,CA,94070
,Barry,Albert,,barry.albert@gmail.com,13 Grand St. ,Auburn,NY,13021
,Verdell,Joyner,,verdell.joyner@aol.com,9191 Sierra St. ,Far Rockaway,NY,11691
,Han,Wade,,han.wade@hotmail.com,587 Sulphur Springs St. ,Howard Beach,NY,11414
,Anton,Barton,(716) 472-3707,anton.barton@msn.com,7284 East Indian Spring Rd. ,Buffalo,NY,14215
,Vito,Pickett,,vito.pickett@hotmail.com,93 High Point Street ,Canandaigua,NY,14424
,Charlene,Norris,,charlene.norris@msn.com,972 South Sierra Drive ,Syosset,NY,11791
,Efren,Whitfield,,efren.whitfield@gmail.com,139 Union Rd. ,Euless,TX,76039
,Santa,Larson,,santa.larson@gmail.com,5 Bellevue Dr. ,Valley Stream,NY,11580
,Carmelina,Sellers,,carmelina.sellers@hotmail.com,12 Race St. ,Ithaca,NY,14850
,Carmela,Hays,,carmela.hays@aol.com,149 Pennington Ave. ,Lawndale,CA,90260
,Patrina,Tanner,,patrina.tanner@gmail.com,7136 Selby Road ,Scarsdale,NY,10583
,Rikki,Morrow,(682) 936-1482,rikki.morrow@hotmail.com,7096 Plumb Branch Road ,Fort Worth,TX,76110
,Junita,Reese,,junita.reese@gmail.com,8773 North Walt Whitman Court ,Bay Shore,NY,11706
,Ryan,Carter,,ryan.carter@yahoo.com,8684 Studebaker Road ,Nanuet,NY,10954
,Almeta,Benjamin,,almeta.benjamin@aol.com,8456 Oakwood St. ,Sunnyside,NY,11104
,Beatris,Joyner,,beatris.joyner@gmail.com,7463 Gonzales Rd. ,Spring Valley,NY,10977
,Mechelle,Chan,,mechelle.chan@gmail.com,458 Overlook Street ,Richmond Hill,NY,11418
,Earlean,Pena,,earlean.pena@yahoo.com,7698 Fulton St. ,Rome,NY,13440
,Katherin,Clark,,katherin.clark@yahoo.com,996 Iroquois Street ,Pittsford,NY,14534
,Chanel,May,,chanel.may@msn.com,806 Saxton Court ,Garden City,NY,11530
,Aaron,Knapp,(914) 402-4335,aaron.knapp@yahoo.com,807 Grandrose Ave. ,Yonkers,NY,10701
,Sindy,Anderson,,sindy.anderson@gmail.com,543 Halifax Ave. ,Pomona,CA,91768
,Sheree,Blanchard,,sheree.blanchard@gmail.com,41 Glenwood Ave. ,Queensbury,NY,12804
,Charlesetta,Soto,,charlesetta.soto@yahoo.com,25 South Colonial Drive ,Poughkeepsie,NY,12601
,Wendie,Nash,(805) 389-2549,wendie.nash@hotmail.com,9 South Road ,Oxnard,CA,93035
,Vernetta,Banks,,vernetta.banks@aol.com,7633 Albany St. ,Brooklyn,NY,11201
,Myrtle,Gardner,,myrtle.gardner@aol.com,303 Creekside Street ,Farmingdale,NY,11735
,Agustina,Lawrence,,agustina.lawrence@yahoo.com,9347 Delaware Ave. ,Brooklyn,NY,11201
,Trinidad,Chapman,,trinidad.chapman@aol.com,7371 Glen Eagles Street ,Ronkonkoma,NY,11779
,Kim,Clark,,kim.clark@msn.com,19 Liberty St. ,Merrick,NY,11566
,Annabelle,Hebert,,annabelle.hebert@aol.com,9745 Nicolls Lane ,Spring Valley,NY,10977
,Corine,Stuart,,corine.stuart@msn.com,5 Penn Street ,Clifton Park,NY,12065
,Kiesha,Bond,,kiesha.bond@aol.com,29 Marvon St. ,San Carlos,CA,94070
,Kenyetta,Mason,,kenyetta.mason@msn.com,98 Poplar Ave. ,Flushing,NY,11354
,Marcene,Curtis,(914) 361-6045,marcene.curtis@msn.com,7699 Illinois Lane ,Yonkers,NY,10701
,Sheila,Goodman,,sheila.goodman@msn.com,9586 Chestnut St. ,Uniondale,NY,11553
,Romeo,Steele,,romeo.steele@msn.com,162 Crescent Lane ,Port Jefferson Station,NY,11776
,Tam,Fisher,(507) 351-9375,tam.fisher@aol.com,8000 Woodsman Lane ,Rochester,NY,14606
,Gena,Owens,,gena.owens@gmail.com,43 Buckingham St. ,Desoto,TX,75115
,Phebe,Soto,,phebe.soto@hotmail.com,9239 Leatherwood Rd. ,South Ozone Park,NY,11420
,Leticia,Snyder,,leticia.snyder@yahoo.com,173 Lyme Dr. ,Pittsford,NY,14534
,Chantell,Bridges,(716) 941-6072,chantell.bridges@yahoo.com,8478 N. Wrangler Dr. ,Buffalo,NY,14215
,Ileana,Holt,,ileana.holt@msn.com,817 Adams St. ,Patchogue,NY,11772
,Nakisha,Clay,,nakisha.clay@gmail.com,8996 Beechwood Ave. ,Port Washington,NY,11050
,Cheryll,Snyder,,cheryll.snyder@yahoo.com,77 E. Liberty St. ,Brooklyn,NY,11201
,Consuela,Collier,,consuela.collier@msn.com,338 S. Holly Avenue ,North Tonawanda,NY,14120
,Aubrey,Durham,,aubrey.durham@aol.com,14 Foster Ave. ,Port Washington,NY,11050
,Nita,Guy,,nita.guy@hotmail.com,75 Academy Street ,Port Chester,NY,10573
,Carmina,Emerson,,carmina.emerson@hotmail.com,7137 Monroe Road ,Banning,CA,92220
,Georgeann,Rojas,,georgeann.rojas@msn.com,691 Devon Ave. ,Desoto,TX,75115
,Leslie,Higgins,,leslie.higgins@hotmail.com,805 Logan Ave. ,Saratoga Springs,NY,12866
,Emmaline,Huber,,emmaline.huber@gmail.com,7975 Harrison Rd. ,Mount Vernon,NY,10550
,Mercy,Brown,,mercy.brown@msn.com,8207 Central Street ,Hollis,NY,11423
,Jenell,Crosby,(631) 544-4772,jenell.crosby@hotmail.com,507 Fulton Street ,Brentwood,NY,11717
,Leila,Barr,,leila.barr@yahoo.com,120 Fremont Rd. ,Carmel,NY,10512
,Deandrea,Cox,,deandrea.cox@msn.com,617 Sycamore Street ,Huntington,NY,11743
,Shawnna,Frank,,shawnna.frank@hotmail.com,17 NW. Cottage Lane ,Woodside,NY,11377
,Brenton,Whitaker,,brenton.whitaker@gmail.com,25 Elmwood Rd. ,Niagara Falls,NY,14304
,Jaqueline,Cummings,,jaqueline.cummings@hotmail.com,478 Wrangler St. ,Huntington Station,NY,11746
,Yang,Giles,,yang.giles@gmail.com,25 Bridle Lane ,San Angelo,TX,76901
,Brigid,Sharp,,brigid.sharp@hotmail.com,495 Sleepy Hollow Court ,Santa Clara,CA,95050
,Karl,Stephens,,karl.stephens@gmail.com,208 Thatcher Rd. ,Rockville Centre,NY,11570
,Elvina,Gates,,elvina.gates@hotmail.com,112 Smith St. ,Pleasanton,CA,94566
,Carlie,Terrell,(914) 517-8036,carlie.terrell@yahoo.com,7437 Snake Hill Road ,Yonkers,NY,10701
,Donovan,Cantrell,(510) 624-3824,donovan.cantrell@msn.com,601 Winchester Dr. ,Oakland,CA,94603
,Alden,Atkinson,,alden.atkinson@gmail.com,46 Valley St. ,Shirley,NY,11967
,Carissa,Cross,,carissa.cross@yahoo.com,9335 West Main Dr. ,Huntington Station,NY,11746
,Joy,Underwood,,joy.underwood@gmail.com,7297 Armstrong Dr. ,Apple Valley,CA,92307
,Geraldine,O'donnell,,geraldine.o'donnell@hotmail.com,8241 Lookout Rd. ,Flushing,NY,11354
,Bronwyn,Vargas,,bronwyn.vargas@msn.com,35 James Street ,New Windsor,NY,12553
,Abram,Copeland,,abram.copeland@gmail.com,9782 Indian Spring Lane ,Harlingen,TX,78552
,Mellisa,Griffin,,mellisa.griffin@msn.com,49 Alton Circle ,Los Banos,CA,93635
,Qiana,Jackson,,qiana.jackson@gmail.com,56 Galvin Street ,East Northport,NY,11731
,Magali,Dixon,(248) 279-5331,magali.dixon@msn.com,815 Del Monte Court ,Troy,NY,12180
,Zulema,Clemons,(510) 565-8496,zulema.clemons@aol.com,75 W. Howard St. ,Oakland,CA,94603
,Carina,Lynch,,carina.lynch@gmail.com,64 Jennings Road ,Wappingers Falls,NY,12590
,Jesus,Burch,,jesus.burch@hotmail.com,7024 Squaw Creek Street ,Desoto,TX,75115
,Selene,Vega,,selene.vega@gmail.com,11 Sierra St. ,Campbell,CA,95008
,Jong,Guthrie,,jong.guthrie@hotmail.com,889 Leatherwood Drive ,Bethpage,NY,11714
,Lise,Hebert,,lise.hebert@gmail.com,140 East Broad Lane ,Vista,CA,92083
,Joshua,Berg,,joshua.berg@hotmail.com,16 East St. ,Ossining,NY,10562
,Georgina,Gonzales,,georgina.gonzales@yahoo.com,307 Chapel St. ,Endicott,NY,13760
,Rudolph,Velez,,rudolph.velez@yahoo.com,9397 Pleasant Drive ,Mount Vernon,NY,10550
,Luke,Kramer,,luke.kramer@hotmail.com,7955 Delaware Drive ,Bethpage,NY,11714
,Edgar,Quinn,,edgar.quinn@aol.com,556 Dogwood Ave. ,Harlingen,TX,78552
,Tara,Maynard,,tara.maynard@hotmail.com,9375 Fordham Street ,Lindenhurst,NY,11757
,Bella,Perez,,bella.perez@msn.com,43 Green Lake Street ,Duarte,CA,91010
,Nathaniel,Davidson,,nathaniel.davidson@hotmail.com,7476 Henry Smith Street ,Rome,NY,13440
,Chauncey,Donaldson,,chauncey.donaldson@aol.com,7412 Golf Ave. ,Franklin Square,NY,11010
,Heide,Reed,,heide.reed@yahoo.com,9174 Coffee Drive ,Floral Park,NY,11001
,Trang,Hardin,,trang.hardin@yahoo.com,9255 Myers Drive ,Depew,NY,14043
,Gabriela,Warren,(562) 986-2247,gabriela.warren@aol.com,9947 Brewery Ave. ,Long Beach,NY,11561
,Dale,Rasmussen,,dale.rasmussen@aol.com,8590 Adams Street ,Kingston,NY,12401
,Tammie,Cherry,,tammie.cherry@hotmail.com,791 Wakehurst Dr. ,Massapequa,NY,11758
,Bethany,Herring,,bethany.herring@yahoo.com,7563 High Point Street ,Port Jefferson Station,NY,11776
,Barbra,Dickerson,,barbra.dickerson@gmail.com,8424 E. Rockcrest Dr. ,Ridgecrest,CA,93555
,Neoma,Daugherty,,neoma.daugherty@gmail.com,80 Spring Street ,Mount Vernon,NY,10550
,Nanette,Roman,,nanette.roman@yahoo.com,8254 North Riverview Street ,Glendora,CA,91740
,Adriene,Rollins,,adriene.rollins@msn.com,55 Cambridge Street ,Plainview,NY,11803
,Susannah,Fields,,susannah.fields@hotmail.com,17 Railroad Street ,Far Rockaway,NY,11691
,Dung,Reid,,dung.reid@msn.com,468 West Washington Ave. ,Canyon Country,CA,91387
,Ben,Stone,,ben.stone@gmail.com,8855 University St. ,Ithaca,NY,14850
,Nubia,Anderson,,nubia.anderson@aol.com,584 NW. Hilldale Drive ,Ronkonkoma,NY,11779
,Rosamaria,Meyer,,rosamaria.meyer@yahoo.com,446 Elizabeth St. ,Webster,NY,14580
,Todd,Waters,,todd.waters@yahoo.com,92 Cedar Swamp Street ,Bay Shore,NY,11706
,Kimbery,Nieves,,kimbery.nieves@msn.com,768 Roehampton St. ,San Carlos,CA,94070
,Phuong,Wolf,,phuong.wolf@yahoo.com,7765 N. Annadale Dr. ,Schenectady,NY,12302
,Adelaida,Hancock,,adelaida.hancock@aol.com,669 S. Gartner Street ,San Pablo,CA,94806
,Brianne,Hays,,brianne.hays@gmail.com,88 Tailwater Ave. ,San Pablo,CA,94806
,Rufina,Chandler,,rufina.chandler@aol.com,7985 Alderwood Street ,New Hyde Park,NY,11040
,Devin,Velazquez,(631) 254-8497,devin.velazquez@aol.com,61 Redwood St. ,Brentwood,NY,11717
,Bonita,Marshall,,bonita.marshall@msn.com,48 Bald Hill Drive ,Endicott,NY,13760
,Myrl,Gay,,myrl.gay@hotmail.com,8708 Taylor Lane ,Garland,TX,75043
,Earline,Gordon,,earline.gordon@gmail.com,81 Railroad Drive ,Ronkonkoma,NY,11779
,Sung,Chambers,,sung.chambers@gmail.com,369 N. Virginia Street ,Kingston,NY,12401
,Gustavo,Gamble,,gustavo.gamble@msn.com,8054 W. Meadowbrook Street ,Port Washington,NY,11050
,Ciera,Webb,,ciera.webb@yahoo.com,958 Anderson Ave. ,Orchard Park,NY,14127
,Roy,Chan,,roy.chan@hotmail.com,7578 Middle River St. ,Pomona,CA,91768
,Houston,Vasquez,,houston.vasquez@msn.com,845 Aspen Street ,Fullerton,CA,92831
,Cheree,Hale,,cheree.hale@yahoo.com,95 Lyme Avenue ,Oswego,NY,13126
,Odette,Moses,,odette.moses@gmail.com,899 Overlook Lane ,Newburgh,NY,12550
,Lenita,Bonner,,lenita.bonner@aol.com,7286 Swanson Drive ,Los Banos,CA,93635
,Shona,Mcmillan,,shona.mcmillan@msn.com,57 West Maple Dr. ,Apple Valley,CA,92307
,Piedad,Irwin,,piedad.irwin@hotmail.com,581 Garden St. ,Coram,NY,11727
,Loan,Graham,,loan.graham@yahoo.com,57 Glen Eagles St. ,Jackson Heights,NY,11372
,Stan,Saunders,,stan.saunders@yahoo.com,407 Essex Dr. ,Canandaigua,NY,14424
,Jackeline,Colon,,jackeline.colon@msn.com,9916 Cedarwood Drive ,Wappingers Falls,NY,12590
,Marlen,Dawson,,marlen.dawson@msn.com,67 Oak Valley Street ,Woodside,NY,11377
,Alexis,Mack,(845) 707-6088,alexis.mack@aol.com,7767 Sutor Ave. ,New City,NY,10956
,Mica,Barry,,mica.barry@yahoo.com,3 SE. Sugar St. ,Hopewell Junction,NY,12533
,Shanice,Spears,,shanice.spears@msn.com,5 Piper Ave. ,Brooklyn,NY,11201
,Garth,Huff,,garth.huff@yahoo.com,794 East University St. ,Glendora,CA,91740
,Dione,Pratt,,dione.pratt@msn.com,864 Winding Way St. ,Pleasanton,CA,94566
,Victor,Pittman,,victor.pittman@aol.com,9294 Devon Dr. ,Astoria,NY,11102
,Allie,Conley,,allie.conley@msn.com,96 High Point Road ,Lawndale,CA,90260
,Shanelle,Anderson,,shanelle.anderson@yahoo.com,646 Surrey Street ,Bethpage,NY,11714
,Minnie,Compton,,minnie.compton@gmail.com,185 Hudson Street ,South Richmond Hill,NY,11419
,Shiloh,Bates,,shiloh.bates@msn.com,15 Wellington Dr. ,Monsey,NY,10952
,Lakenya,Oliver,,lakenya.oliver@yahoo.com,82 Bayport Court ,San Lorenzo,CA,94580
,Sally,Kinney,,sally.kinney@msn.com,7565 High Dr. ,Floral Park,NY,11001
,Edith,Davenport,,edith.davenport@gmail.com,685 Alton Road ,Ontario,CA,91762
,Alline,Beasley,,alline.beasley@yahoo.com,8704 NE. Olive Ave. ,North Tonawanda,NY,14120
,Travis,Whitley,,travis.whitley@aol.com,60 Euclid Ave. ,Saint Albans,NY,11412
,Vanessa,West,,vanessa.west@gmail.com,34 Prairie Lane ,New Rochelle,NY,10801
,Trudy,Riddle,,trudy.riddle@aol.com,8943 Johnson Street ,Schenectady,NY,12302
,Shauna,Edwards,,shauna.edwards@msn.com,8 Dogwood Ave. ,Yorktown Heights,NY,10598
,Clorinda,Donovan,,clorinda.donovan@msn.com,9690 E. Morris Ave. ,Jamestown,NY,14701
,Raven,Curtis,,raven.curtis@aol.com,18 Summit Lane ,Lawndale,CA,90260
,Verda,Gilbert,,verda.gilbert@gmail.com,54 Hillcrest Drive ,East Northport,NY,11731
,Renay,Atkins,,renay.atkins@aol.com,7146 Leeton Ridge Ave. ,Woodside,NY,11377
,Tama,Berg,,tama.berg@hotmail.com,3 Cardinal Avenue ,Hollis,NY,11423
,Dalia,Carson,(507) 186-2004,dalia.carson@aol.com,7175 Galvin St. ,Rochester,NY,14606
,America,Swanson,,america.swanson@msn.com,83 South Arlington Lane ,Webster,NY,14580
,Cinda,Rocha,,cinda.rocha@hotmail.com,926 North Oklahoma Dr. ,Los Banos,CA,93635
,Shea,Howell,,shea.howell@msn.com,67 Arch Rd. ,South El Monte,CA,91733
,Kimberli,Cline,,kimberli.cline@yahoo.com,7115 Stonybrook Court ,Centereach,NY,11720
,Emanuel,Mckee,,emanuel.mckee@yahoo.com,9411 Lake Dr. ,Schenectady,NY,12302
,Whitley,Cannon,,whitley.cannon@msn.com,614 High Point Lane ,Coram,NY,11727
,Tereasa,Bird,,tereasa.bird@aol.com,7526 Vine Drive ,Ronkonkoma,NY,11779
,Dante,Grimes,,dante.grimes@yahoo.com,23 Shore St. ,Duarte,CA,91010
,Joeann,Garrison,,joeann.garrison@yahoo.com,1 Harrison St. ,Ontario,CA,91762
,Omega,Johnston,,omega.johnston@gmail.com,9935 Tarkiln Hill St. ,Canyon Country,CA,91387
,Conrad,Mueller,,conrad.mueller@yahoo.com,3 Myrtle St. ,Massapequa,NY,11758
,Glady,Wells,,glady.wells@gmail.com,627 Ramblewood Ave. ,Syosset,NY,11791
,Tisha,Petty,(210) 851-3122,tisha.petty@msn.com,9083 Lake View Ave. ,San Antonio,TX,78213
,Claris,Santiago,,claris.santiago@msn.com,763 Mountainview Dr. ,Newburgh,NY,12550
,Obdulia,Barber,,obdulia.barber@gmail.com,878 Lexington Rd. ,Newburgh,NY,12550
,Shantel,Gregory,,shantel.gregory@yahoo.com,7722 Second Lane ,West Islip,NY,11795
,Ai,Forbes,,ai.forbes@yahoo.com,254 Central St. ,Franklin Square,NY,11010
,Ebony,Cotton,,ebony.cotton@yahoo.com,8979 Miller St. ,West Babylon,NY,11704
,Arla,Ellis,,arla.ellis@yahoo.com,127 Crescent Ave. ,Utica,NY,13501
,Magdalena,Sherman,,magdalena.sherman@gmail.com,176 Sunbeam St. ,Oswego,NY,13126
,Tarra,Guerrero,,tarra.guerrero@aol.com,10 Baker St. ,Auburn,NY,13021
,Consuela,Romero,,consuela.romero@hotmail.com,54 Elm Court ,Monroe,NY,10950
,Cindie,Franklin,,cindie.franklin@yahoo.com,7249 Franklin St. ,Lawndale,CA,90260
,Sharyn,Brewer,,sharyn.brewer@aol.com,70 Columbia Ave. ,Hollis,NY,11423
,Karren,Stevenson,,karren.stevenson@aol.com,155 Old York St. ,San Carlos,CA,94070
,Divina,Reeves,,divina.reeves@hotmail.com,767 Bradford Dr. ,Newburgh,NY,12550
,Novella,Ross,,novella.ross@gmail.com,9418 Acacia Drive ,Glendora,CA,91740
,Omega,Huff,,omega.huff@aol.com,63 Devon St. ,Santa Monica,CA,90403
,Ashleigh,Finch,,ashleigh.finch@yahoo.com,82 Hudson Court ,Newburgh,NY,12550
,Corina,Lynch,,corina.lynch@msn.com,44 Sunbeam Dr. ,Rosedale,NY,11422
,Joe,Melton,,joe.melton@gmail.com,8998 Hartford Street ,New Windsor,NY,12553
,Bernetta,Summers,,bernetta.summers@aol.com,1 Young Ave. ,Longview,TX,75604
,Inez,Snider,,inez.snider@gmail.com,837 Catherine Lane ,Ronkonkoma,NY,11779
,Neida,King,(442) 778-1121,neida.king@aol.com,137 Bohemia St. ,Oceanside,NY,11572
,Tona,Velasquez,,tona.velasquez@msn.com,9166 Trout St. ,Whitestone,NY,11357
,Rozanne,Reyes,,rozanne.reyes@aol.com,11 W. Surrey Drive ,Garden City,NY,11530
,Lekisha,Pope,,lekisha.pope@msn.com,390 Livingston Avenue ,Freeport,NY,11520
,Jama,Rodriquez,,jama.rodriquez@msn.com,681 Smith Dr. ,Upland,CA,91784
,Eloisa,Tucker,,eloisa.tucker@hotmail.com,7268 Leatherwood Ave. ,Howard Beach,NY,11414
,Arie,Hunter,,arie.hunter@msn.com,66 Old State Rd. ,Flushing,NY,11354
,Sanora,Webster,(424) 464-7290,sanora.webster@msn.com,74 Beach St. ,Los Angeles,CA,90008
,Kate,Barber,,kate.barber@hotmail.com,46 W. Oak Valley Ave. ,Saratoga Springs,NY,12866
,Yvone,Guerrero,,yvone.guerrero@aol.com,8548 Jackson Ave. ,Merrick,NY,11566
,Kami,Rios,,kami.rios@yahoo.com,8400 8th Dr. ,Encino,CA,91316
,Annett,Rush,,annett.rush@hotmail.com,758 Fordham Lane ,Rosedale,NY,11422
,Carman,Hardy,,carman.hardy@yahoo.com,800 Whitemarsh St. ,Jamestown,NY,14701
,Dorothea,Miranda,,dorothea.miranda@aol.com,7882 Parker St. ,Upland,CA,91784
,Agatha,Daniels,,agatha.daniels@yahoo.com,125 Canal St. ,South El Monte,CA,91733
,Alexandria,Zamora,,alexandria.zamora@yahoo.com,95 Cherry Circle ,Schenectady,NY,12302
,Thad,Gilliam,,thad.gilliam@hotmail.com,8844 Gonzales Court ,Levittown,NY,11756
,Inger,Jennings,,inger.jennings@yahoo.com,38 NW. Shore Lane ,Patchogue,NY,11772
,Karren,Lamb,(559) 628-2239,karren.lamb@aol.com,35 N. Chapel St. ,Fresno,CA,93706
,Noble,Glover,,noble.glover@gmail.com,728 W. Rocky River Street ,Orchard Park,NY,14127
,Octavia,Donaldson,,octavia.donaldson@hotmail.com,8095 Wayne Ave. ,Levittown,NY,11756
,Latashia,Travis,,latashia.travis@yahoo.com,7877 King Rd. ,Upland,CA,91784
,Destiny,Goodman,,destiny.goodman@msn.com,29 Smoky Hollow St. ,Westbury,NY,11590
,Christiana,Gross,,christiana.gross@yahoo.com,645 North Richardson Road ,Orchard Park,NY,14127
,Nestor,Haynes,(281) 969-4579,nestor.haynes@msn.com,27 Nut Swamp Street ,Houston,TX,77016
,Grisel,Maynard,,grisel.maynard@msn.com,353 North Arch St. ,Ballston Spa,NY,12020
,Shenna,Espinoza,,shenna.espinoza@gmail.com,202 North George Street ,Queensbury,NY,12804
,Trena,Rogers,,trena.rogers@aol.com,502 Sherwood St. ,Campbell,CA,95008
,Lucile,Manning,,lucile.manning@yahoo.com,511 Livingston Lane ,Campbell,CA,95008
,Veronique,Fulton,,veronique.fulton@yahoo.com,81 Hilldale Ave. ,Ballston Spa,NY,12020
,Starr,Schneider,,starr.schneider@aol.com,77 Mulberry Street ,Shirley,NY,11967
,Rona,Rojas,(408) 611-3553,rona.rojas@gmail.com,815 Riverview St. ,San Jose,CA,95127
,Pandora,Estes,,pandora.estes@aol.com,228 Shadow Brook Drive ,New Hyde Park,NY,11040
,Renna,Williams,,renna.williams@hotmail.com,7398 SW. Glen Ridge Road ,South Ozone Park,NY,11420
,Lanora,Robbins,,lanora.robbins@hotmail.com,31 W. Maiden Lane ,West Babylon,NY,11704
,Juliane,Dillard,,juliane.dillard@aol.com,63 Birchwood Court ,Glendora,CA,91740
,Carlena,Salinas,,carlena.salinas@gmail.com,1 Wagon Street ,Jamaica,NY,11432
,Kimberley,Reynolds,,kimberley.reynolds@aol.com,8475 Homewood Street ,Port Washington,NY,11050
,Johana,Jacobson,(507) 407-9384,johana.jacobson@gmail.com,29 San Juan St. ,Rochester,NY,14606
,Enoch,Rosario,(559) 329-7615,enoch.rosario@hotmail.com,186 Arlington St. ,Fresno,CA,93706
,Dorine,Thornton,,dorine.thornton@gmail.com,8730 N. Atlantic Street ,Sunnyside,NY,11104
,Eliz,Lynch,,eliz.lynch@hotmail.com,717 West Deerfield Ave. ,Uniondale,NY,11553
,Mercedez,Brooks,,mercedez.brooks@hotmail.com,7483 Ann St. ,Duarte,CA,91010
,Wynona,Douglas,,wynona.douglas@msn.com,6 Country Ave. ,Harlingen,TX,78552
,Desire,Mcgowan,(661) 800-8091,desire.mcgowan@msn.com,942 North Ohio Road ,Bakersfield,CA,93306
,Elmo,Sweeney,,elmo.sweeney@yahoo.com,43 Arch Ave. ,San Carlos,CA,94070
,Kenton,Hughes,,kenton.hughes@gmail.com,632 Sleepy Hollow Drive ,Canandaigua,NY,14424
,Cesar,Wilkins,(619) 685-5786,cesar.wilkins@hotmail.com,7 Inverness St. ,San Diego,CA,92111
,Phylicia,Stout,,phylicia.stout@aol.com,8842 Littleton Lane ,Canandaigua,NY,14424
,Nanette,Harris,,nanette.harris@hotmail.com,26 Pin Oak Lane ,East Meadow,NY,11554
,Ulrike,Chan,,ulrike.chan@aol.com,7949 Lancaster St. ,Port Chester,NY,10573
,Genoveva,Lloyd,,genoveva.lloyd@aol.com,706 Devonshire St. ,Bayside,NY,11361
,Sheryl,Chase,,sheryl.chase@gmail.com,388 Cedar Avenue ,Floral Park,NY,11001
,Trista,Lambert,,trista.lambert@gmail.com,79 River Street ,Fairport,NY,14450
